                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    217,                0.45128,                0.67921,                0.39333,                0.87034,                0.86584,                0.86458,                0.88719,                0.76776,                 0.8648,                0.87211,                0.89204,                0.73664,                0.62007,                 1.2274,                0.62822,                0.94959,             0.00031908,             0.00031908,             0.00031908
                    218,                0.44277,                0.64461,                0.39037,                0.86683,                0.87288,                0.85501,                0.88082,                 0.7642,                0.88461,                0.85857,                0.88854,                0.73173,                0.62573,                 1.2367,                0.63903,                0.94655,             0.00031541,             0.00031541,             0.00031541
                    219,                0.45409,                0.68501,                0.39844,                0.87121,                0.86912,                0.86077,                0.88402,                0.76491,                 0.8969,                0.84999,                0.89121,                0.72841,                0.63198,                 1.2215,                 0.6486,                0.95307,             0.00031175,             0.00031175,             0.00031175
                    220,                0.46105,                0.69484,                0.38916,                0.87892,                0.87437,                0.85898,                0.88816,                0.76993,                0.88469,                 0.8645,                0.89352,                 0.7334,                0.62672,                  1.188,                0.63158,                0.95677,             0.00030808,             0.00030808,             0.00030808
                    221,                0.44084,                0.70404,                 0.3895,                 0.8677,                0.89236,                0.85205,                0.89336,                0.77865,                0.88911,                0.86264,                0.89518,                0.73984,                0.61688,                 1.1832,                0.63428,                0.95007,             0.00030441,             0.00030441,             0.00030441
                    222,                0.44344,                0.66545,                0.38946,                0.86642,                0.88437,                0.86233,                0.90414,                0.78089,                0.91162,                0.84148,                 0.9012,                0.73867,                0.61725,                  1.139,                0.61072,                0.94149,             0.00030075,             0.00030075,             0.00030075
                    223,                 0.4483,                0.67509,                0.38533,                0.87157,                0.88996,                0.85606,                0.90177,                0.77818,                0.91238,                0.84297,                0.90019,                0.73793,                0.61206,                 1.1371,                 0.6072,                0.93825,             0.00029708,             0.00029708,             0.00029708
                    224,                0.44253,                0.65471,                0.38288,                0.86763,                0.90004,                0.85692,                 0.8936,                0.77435,                0.90426,                0.86125,                0.89727,                 0.7354,                0.62377,                 1.1154,                0.61327,                0.94609,             0.00029342,             0.00029342,             0.00029342
                    225,                 0.4446,                0.67013,                0.38287,                0.86971,                0.89789,                0.86598,                0.89352,                0.77632,                0.90139,                0.86915,                0.89851,                0.73925,                0.61597,                 1.1277,                0.60792,                0.94422,             0.00028975,             0.00028975,             0.00028975
                    226,                 0.4421,                 0.6698,                0.38661,                 0.8722,                0.88158,                0.86288,                0.89401,                0.77857,                 0.8864,                0.86692,                0.90233,                0.74006,                0.62017,                 1.1571,                0.60686,                0.95458,             0.00028608,             0.00028608,             0.00028608
                    227,                  0.434,                0.65314,                0.38258,                 0.8656,                0.86812,                 0.8712,                0.89753,                0.77745,                0.91081,                0.83861,                0.89817,                0.74004,                0.61651,                 1.1609,                 0.6165,                0.94908,             0.00028242,             0.00028242,             0.00028242
                    228,                0.43434,                0.65934,                0.37886,                0.86856,                0.90372,                0.83302,                0.89619,                0.77329,                0.90636,                0.83532,                0.90294,                0.73633,                0.61995,                  1.165,                 0.6137,                0.95482,             0.00027875,             0.00027875,             0.00027875
                    229,                0.43004,                 0.6564,                0.38027,                0.86483,                0.88015,                0.85251,                  0.902,                0.77653,                0.89428,                0.84796,                0.90321,                 0.7398,                0.61431,                  1.186,                0.60182,                0.95058,             0.00027508,             0.00027508,             0.00027508
                    230,                0.43607,                0.66802,                0.38378,                0.86534,                0.89158,                0.86181,                0.90314,                0.77944,                0.89125,                0.86137,                0.90191,                0.74066,                0.61869,                  1.182,                0.60577,                0.95168,             0.00027142,             0.00027142,             0.00027142
                    231,                 0.4418,                0.66556,                0.38437,                0.86756,                0.88825,                0.84632,                0.89854,                 0.7718,                 0.8853,                0.84329,                0.89539,                0.73102,                0.61435,                 1.1884,                0.61103,                0.95007,             0.00026775,             0.00026775,             0.00026775
                    232,                0.44216,                0.66511,                0.37943,                0.86605,                0.88789,                0.84582,                0.89718,                0.76842,                0.88558,                0.84941,                 0.8951,                0.73046,                0.61933,                 1.1461,                0.62446,                0.95566,             0.00026408,             0.00026408,             0.00026408
                    233,                0.42774,                0.63916,                0.36933,                0.86324,                0.89565,                0.83884,                0.89168,                0.76766,                0.89724,                0.84349,                0.89127,                0.72575,                0.62498,                 1.1429,                0.62793,                0.96352,             0.00026042,             0.00026042,             0.00026042
                    234,                0.43504,                0.65838,                0.37858,                0.86646,                0.89041,                 0.8401,                0.88986,                0.76696,                0.89438,                0.84324,                0.89212,                0.72825,                0.62432,                 1.1477,                0.63008,                0.96211,             0.00025675,             0.00025675,             0.00025675
                    235,                0.44282,                0.68073,                0.38636,                0.86939,                0.88633,                0.84981,                0.88831,                 0.7672,                0.88581,                0.85339,                0.88806,                 0.7313,                0.61055,                 1.1715,                0.62715,                0.95549,             0.00025309,             0.00025309,             0.00025309
                    236,                0.43623,                0.66007,                0.37246,                0.87078,                0.88822,                0.83824,                0.88618,                0.76987,                 0.8904,                0.83992,                  0.884,                0.73201,                0.59866,                 1.2038,                 0.6357,                0.94334,             0.00024942,             0.00024942,             0.00024942
                    237,                 0.4441,                 0.6689,                0.38345,                0.86833,                0.88297,                0.83178,                0.88272,                0.76442,                0.88028,                0.83322,                0.88226,                0.72934,                0.60742,                  1.198,                0.64567,                0.95085,             0.00024575,             0.00024575,             0.00024575
                    238,                0.43633,                 0.6838,                0.37619,                0.86755,                0.88823,                0.83713,                0.88839,                  0.768,                0.88435,                0.84015,                 0.8866,                0.73263,                0.60662,                 1.1808,                0.63949,                0.95583,             0.00024209,             0.00024209,             0.00024209
                    239,                0.42913,                0.63932,                0.37541,                0.86319,                0.89776,                0.83825,                0.89412,                0.77792,                0.89886,                0.83912,                0.89486,                0.74039,                0.59969,                 1.1825,                0.62161,                0.94817,             0.00023842,             0.00023842,             0.00023842
                    240,                0.42571,                0.64635,                0.36877,                0.86931,                0.89388,                0.84472,                0.89468,                0.77616,                0.89506,                0.84558,                0.89506,                0.74298,                0.61461,                   1.18,                 0.6165,                 0.9551,             0.00023475,             0.00023475,             0.00023475
                    241,                0.42981,                0.67577,                 0.3754,                0.87018,                0.91253,                0.82626,                0.89541,                0.77114,                0.91693,                0.82855,                0.89462,                0.73606,                0.62223,                 1.1879,                0.62071,                0.95522,             0.00023109,             0.00023109,             0.00023109
                    242,                0.42325,                0.63565,                0.36409,                0.86714,                0.89182,                0.84704,                0.89433,                0.77614,                0.88668,                0.86468,                0.89612,                0.73857,                0.61931,                 1.2156,                0.62365,                0.95643,             0.00022742,             0.00022742,             0.00022742
                    243,                0.42192,                0.64113,                0.36516,                0.86404,                 0.8927,                0.84627,                0.89422,                0.78047,                0.89871,                0.85188,                0.90105,                0.74448,                0.61586,                 1.2289,                0.61932,                0.95452,             0.00022376,             0.00022376,             0.00022376
                    244,                0.41987,                0.63076,                0.36611,                0.86059,                0.90055,                0.84653,                0.89494,                0.77705,                0.90397,                0.85078,                0.89804,                0.73935,                0.61609,                 1.2108,                0.61743,                0.96193,             0.00022009,             0.00022009,             0.00022009
                    245,                0.42617,                 0.6366,                0.36545,                0.86448,                0.90716,                0.84435,                0.89603,                0.77917,                0.91074,                0.84711,                0.89715,                0.74122,                0.62111,                 1.1686,                0.61987,                0.96036,             0.00021642,             0.00021642,             0.00021642
                    246,                0.42936,                0.64095,                0.36811,                0.86275,                 0.9194,                0.84122,                 0.8917,                 0.7765,                0.92237,                0.84387,                0.89321,                0.73874,                0.61753,                 1.1537,                0.62947,                0.95901,             0.00021276,             0.00021276,             0.00021276
                    247,                0.42031,                0.62382,                  0.367,                0.86353,                0.89795,                 0.8497,                0.89669,                 0.7763,                0.89862,                0.85279,                0.89521,                0.73677,                0.61632,                 1.1483,                0.61659,                0.95295,             0.00020909,             0.00020909,             0.00020909
                    248,                0.43007,                0.65546,                 0.3725,                0.86574,                0.91247,                0.84521,                 0.9002,                0.77835,                0.91385,                0.84657,                0.90083,                0.74096,                0.61333,                 1.1505,                0.60541,                0.94803,             0.00020542,             0.00020542,             0.00020542
                    249,                0.42001,                0.66259,                0.36364,                0.86312,                0.89044,                0.86476,                0.89901,                0.77444,                0.89724,                 0.8688,                0.90029,                0.73943,                 0.6192,                 1.1731,                0.61087,                0.95377,             0.00020176,             0.00020176,             0.00020176
                    250,                0.43207,                 0.6578,                0.37695,                0.86512,                   0.88,                0.86441,                0.89948,                0.77135,                0.89037,                0.86496,                0.89835,                0.73634,                 0.6214,                 1.2034,                0.61422,                 0.9607,             0.00019809,             0.00019809,             0.00019809
                    251,                0.43222,                0.65329,                0.36928,                0.86555,                0.89704,                0.85042,                0.89108,                 0.7707,                0.90051,                0.85343,                0.89298,                0.73225,                0.62463,                 1.2183,                0.62925,                0.96558,             0.00019442,             0.00019442,             0.00019442
                    252,                0.41593,                0.62235,                0.36274,                0.86613,                0.89547,                0.84371,                0.89034,                0.77185,                0.89718,                0.84868,                0.89218,                0.73689,                0.62335,                 1.2291,                0.63415,                0.96458,             0.00019076,             0.00019076,             0.00019076
                    253,                0.42342,                0.63865,                0.36403,                0.86513,                0.90467,                0.84494,                0.89561,                0.77603,                 0.8981,                0.85768,                0.89691,                0.74023,                0.61938,                 1.2226,                0.62573,                0.95913,             0.00018709,             0.00018709,             0.00018709
                    254,                0.41248,                0.63861,                0.35463,                0.85934,                0.90389,                0.85555,                0.89782,                0.77288,                0.90581,                0.85798,                0.89802,                0.73613,                0.61275,                 1.2207,                0.61313,                0.94884,             0.00018343,             0.00018343,             0.00018343
                    255,                0.41913,                0.64689,                0.36692,                0.86001,                 0.8916,                0.86069,                0.89937,                0.77357,                0.90947,                0.84337,                 0.8964,                0.73753,                0.61738,                 1.2098,                0.60941,                0.95427,             0.00017976,             0.00017976,             0.00017976
                    256,                0.42167,                0.62665,                0.36431,                0.87011,                0.88681,                0.85135,                0.89746,                0.77373,                0.89867,                0.83903,                0.89792,                0.73605,                0.62053,                 1.2021,                0.60196,                0.95756,             0.00017609,             0.00017609,             0.00017609
                    257,                0.41701,                0.62489,                0.36152,                0.85936,                0.90758,                0.83688,                0.89818,                0.77238,                0.90921,                0.84054,                0.89814,                0.73714,                0.62534,                 1.2075,                0.60757,                0.96113,             0.00017243,             0.00017243,             0.00017243
                    258,                0.42618,                0.66582,                0.36351,                0.86082,                0.88452,                0.85505,                0.89573,                0.77425,                 0.8936,                0.85604,                0.89974,                0.73502,                0.62654,                 1.2056,                0.60908,                0.96316,             0.00016876,             0.00016876,             0.00016876
                    259,                0.40658,                0.61726,                0.35421,                0.85657,                 0.8907,                0.85656,                0.90004,                0.77992,                0.89746,                0.85622,                 0.9016,                 0.7458,                0.61739,                 1.1725,                0.59998,                0.96126,             0.00016509,             0.00016509,             0.00016509
                    260,                0.40368,                0.62906,                0.35495,                0.85453,                0.89756,                0.84156,                0.89992,                0.78271,                0.90446,                 0.8479,                0.90186,                0.74676,                0.61402,                  1.142,                0.61721,                0.95593,             0.00016143,             0.00016143,             0.00016143
                    261,                0.42992,                0.66493,                0.36811,                0.86658,                0.89718,                0.83918,                0.89791,                0.78282,                0.90462,                0.85006,                0.90116,                 0.7477,                0.62014,                  1.159,                 0.6267,                0.95952,             0.00015776,             0.00015776,             0.00015776
                    262,                0.42217,                0.65846,                0.36699,                0.86321,                0.88667,                0.83486,                0.89233,                0.77839,                0.89917,                0.84122,                0.89947,                0.74629,                 0.6182,                  1.171,                0.61827,                0.95786,              0.0001541,              0.0001541,              0.0001541
                    263,                0.41474,                 0.6236,                0.36102,                0.86613,                0.88145,                0.85027,                0.89135,                0.77858,                 0.8886,                0.85651,                0.89663,                0.74341,                0.61619,                 1.1697,                0.61566,                0.95833,             0.00015043,             0.00015043,             0.00015043
                    264,                0.41242,                0.64402,                0.35849,                0.86355,                0.89085,                0.85094,                0.89353,                0.77802,                0.89732,                0.85236,                0.89507,                0.74139,                0.62789,                 1.1885,                0.62037,                0.96627,             0.00014676,             0.00014676,             0.00014676
                    265,                0.40159,                0.60662,                0.35561,                 0.8534,                0.88738,                0.84897,                0.89324,                0.77488,                0.89614,                 0.8523,                0.89684,                0.74202,                0.62345,                 1.2051,                0.60897,                 0.9643,              0.0001431,              0.0001431,              0.0001431
                    266,                0.41129,                0.64109,                 0.3599,                0.86026,                0.89078,                0.83527,                0.89084,                0.77352,                0.89807,                0.83986,                0.89352,                0.73632,                0.61946,                 1.2069,                0.61617,                 0.9638,             0.00013943,             0.00013943,             0.00013943
                    267,                0.41111,                 0.6445,                0.35719,                0.86197,                0.88696,                0.83418,                0.89224,                0.77738,                0.89308,                0.83805,                0.89442,                0.73974,                0.61659,                 1.2078,                0.62017,                0.96308,             0.00013576,             0.00013576,             0.00013576
                    268,                0.41312,                0.63843,                0.35834,                0.85623,                0.88623,                0.83535,                0.89542,                0.78115,                 0.8919,                0.84131,                0.89807,                0.74149,                0.61528,                 1.2033,                0.60389,                0.96377,              0.0001321,              0.0001321,              0.0001321
                    269,                0.40977,                0.62226,                0.35486,                0.85735,                0.90305,                0.83162,                0.89694,                0.78378,                0.90867,                0.83565,                0.89861,                0.74133,                0.60722,                 1.1881,                0.59495,                0.95732,             0.00012843,             0.00012843,             0.00012843
                    270,                0.40547,                 0.6278,                0.35546,                0.86044,                0.89813,                 0.8442,                0.90093,                0.78608,                0.90446,                0.84812,                0.90659,                0.74551,                0.60812,                 1.1779,                0.59102,                 0.9543,             0.00012477,             0.00012477,             0.00012477
                    271,                0.41357,                0.63162,                0.35573,                0.85186,                0.89031,                0.85488,                0.90372,                 0.7868,                0.89348,                0.85877,                0.90642,                0.74544,                0.60627,                 1.1645,                0.57642,                0.95038,              0.0001211,              0.0001211,              0.0001211
                    272,                0.41025,                0.61671,                0.35187,                0.85625,                0.90084,                0.84813,                0.90261,                0.78357,                0.90252,                0.85618,                0.90537,                0.74473,                0.61003,                 1.1666,                0.58099,                0.95481,             0.00011743,             0.00011743,             0.00011743
                    273,                0.40474,                0.62596,                0.35067,                0.85881,                0.90345,                0.85179,                0.90239,                 0.7829,                0.90811,                0.85333,                0.90447,                0.74247,                0.60993,                 1.1809,                0.58185,                0.95563,             0.00011377,             0.00011377,             0.00011377
                    274,                0.40251,                0.61328,                0.35378,                0.85913,                0.88506,                  0.869,                0.90312,                0.78299,                0.91624,                0.84576,                0.90517,                0.74533,                0.60841,                 1.1788,                0.58444,                0.95718,              0.0001101,              0.0001101,              0.0001101
                    275,                0.40022,                0.62636,                0.34463,                0.85829,                0.88537,                0.86284,                0.90185,                0.78337,                0.89129,                0.86843,                0.90423,                 0.7428,                0.61243,                  1.187,                0.58458,                0.95629,             0.00010643,             0.00010643,             0.00010643
                    276,                0.41296,                0.65629,                0.35777,                0.85531,                0.88377,                0.86645,                0.90304,                0.78542,                0.90618,                0.84573,                0.90366,                0.74681,                 0.6083,                 1.1854,                0.58484,                0.95406,             0.00010277,             0.00010277,             0.00010277
                    277,                0.41148,                0.63469,                0.35799,                0.85938,                0.90746,                0.84645,                0.90168,                0.78276,                 0.9071,                0.84404,                0.89992,                 0.7416,                0.61807,                 1.1895,                0.58708,                0.95982,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    278,                0.40352,                0.64003,                 0.3495,                0.85822,                 0.9075,                0.84437,                0.90333,                0.78337,                0.90907,                0.84586,                 0.9014,                0.74524,                0.61441,                 1.1961,                 0.5942,                0.96357,             9.5435e-05,             9.5435e-05,             9.5435e-05
                    279,                 0.3955,                0.61313,                0.33776,                0.85197,                0.87608,                0.87632,                0.90392,                0.78528,                 0.9131,                0.84186,                0.90092,                0.74455,                0.61415,                 1.2023,                0.59239,                0.96464,             9.1769e-05,             9.1769e-05,             9.1769e-05
                    280,                0.40275,                0.63147,                0.35137,                0.86074,                0.90396,                0.85578,                0.90704,                0.78279,                0.90336,                 0.8553,                0.90205,                0.74814,                0.61129,                 1.2033,                0.59236,                0.96356,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    281,                0.39654,                0.61205,                0.34364,                0.85465,                0.89507,                0.86518,                0.90538,                0.78578,                0.89401,                0.86911,                0.90414,                0.74873,                0.61124,                 1.2082,                0.59045,                0.96357,             8.4436e-05,             8.4436e-05,             8.4436e-05
                    282,                0.39771,                0.60275,                 0.3429,                0.85951,                0.88749,                0.87954,                0.90696,                0.78752,                0.88768,                0.87717,                0.90566,                0.75128,                0.60594,                    1.2,                0.59054,                0.96056,              8.077e-05,              8.077e-05,              8.077e-05
                    283,                0.40158,                0.64406,                0.34577,                0.85552,                0.88387,                0.87821,                0.90569,                0.78633,                0.88793,                 0.8718,                0.90632,                0.74627,                0.61057,                 1.2064,                0.59862,                0.96088,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    284,                0.40216,                0.61588,                0.34571,                0.85776,                0.90606,                0.84519,                0.90569,                0.78428,                 0.9025,                0.85323,                0.90482,                0.74618,                0.61151,                 1.2031,                 0.6038,                0.95995,             7.3437e-05,             7.3437e-05,             7.3437e-05
                    285,                0.38312,                0.58514,                0.33724,                0.85526,                0.90279,                0.85049,                0.90514,                0.78078,                0.90316,                0.85046,                0.90087,                0.74336,                0.62012,                 1.2107,                0.60622,                0.96366,             6.9771e-05,             6.9771e-05,             6.9771e-05
                    286,                0.39262,                0.61725,                0.33628,                0.85287,                0.90431,                0.84545,                0.90269,                0.78064,                0.90665,                0.84688,                0.90045,                0.74314,                0.61968,                 1.2151,                0.60074,                0.96582,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    287,                0.40588,                0.61535,                0.33898,                0.86294,                0.89044,                 0.8663,                0.90332,                0.78118,                0.89647,                0.86275,                0.89932,                 0.7426,                0.61581,                 1.2209,                0.59741,                0.96157,             6.2438e-05,             6.2438e-05,             6.2438e-05
                    288,                0.39396,                   0.61,                0.34423,                0.85581,                0.89343,                0.85718,                0.90315,                 0.7821,                0.89635,                0.85719,                0.90034,                0.74496,                 0.6138,                 1.2249,                0.59481,                0.96136,             5.8772e-05,             5.8772e-05,             5.8772e-05
                    289,                 0.3961,                0.62801,                0.34649,                0.86191,                 0.8749,                0.87198,                0.90183,                0.78161,                0.89665,                0.85525,                0.90252,                0.74387,                0.61136,                 1.2161,                0.59315,                0.95811,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    290,                0.40526,                0.62667,                0.34486,                0.86453,                0.87857,                0.86402,                0.90054,                0.78136,                0.89276,                 0.8554,                0.90067,                0.74315,                 0.6082,                 1.1997,                 0.5968,                0.95388,             5.1439e-05,             5.1439e-05,             5.1439e-05
                    291,                0.36832,                0.57181,                0.34273,                0.83794,                0.87352,                0.87352,                0.90082,                0.78195,                0.90616,                0.85129,                0.90295,                0.74506,                0.60654,                 1.1892,                 0.5999,                 0.9502,             4.7773e-05,             4.7773e-05,             4.7773e-05
                    292,                 0.3697,                0.56775,                0.33132,                0.83553,                0.88691,                0.86666,                0.89962,                 0.7787,                0.89384,                0.87129,                0.90308,                0.74133,                0.61629,                 1.1781,                0.60349,                0.95595,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    293,                0.35361,                0.56502,                0.31416,                0.83604,                0.88923,                0.86329,                0.89489,                0.77266,                 0.8964,                0.86976,                 0.8983,                 0.7354,                0.61668,                 1.1743,                0.60279,                0.95607,              4.044e-05,              4.044e-05,              4.044e-05
                    294,                0.35728,                0.56309,                 0.3101,                0.82884,                0.88837,                0.86007,                0.89352,                0.77144,                0.89674,                0.86467,                0.89771,                0.73278,                0.61236,                 1.1817,                0.60322,                0.95564,             3.6774e-05,             3.6774e-05,             3.6774e-05
                    295,                0.34645,                0.55827,                 0.3037,                 0.8318,                0.87834,                 0.8681,                0.89325,                0.77346,                0.88361,                0.87005,                0.89626,                 0.7324,                 0.6088,                 1.1873,                0.59832,                0.95583,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    296,                0.35179,                0.54982,                0.30782,                0.82735,                0.88024,                0.86875,                0.89486,                0.77575,                0.88337,                0.87054,                 0.8983,                0.73343,                0.60657,                 1.1912,                0.59308,                 0.9563,             2.9442e-05,             2.9442e-05,             2.9442e-05
                    297,                0.35467,                0.55025,                0.30666,                0.83355,                0.88038,                0.86931,                0.89679,                0.77836,                0.88379,                0.87106,                0.89864,                 0.7355,                0.60428,                 1.1965,                 0.5917,                0.95493,             2.5775e-05,             2.5775e-05,             2.5775e-05
                    298,                0.34416,                 0.5415,                0.29939,                0.83006,                0.88106,                0.86877,                0.89713,                0.77954,                0.88111,                0.87186,                 0.8989,                 0.7372,                0.60258,                  1.198,                0.59163,                0.95472,             2.2109e-05,             2.2109e-05,             2.2109e-05
                    299,                0.34296,                0.55021,                0.30134,                0.83437,                0.87978,                0.86877,                 0.8977,                0.77977,                0.88051,                0.86939,                0.89848,                0.73788,                0.60147,                 1.2042,                0.59009,                0.95536,             1.8443e-05,             1.8443e-05,             1.8443e-05
                    300,                0.34383,                0.53898,                0.29957,                0.83082,                0.88097,                0.86814,                0.89813,                0.78016,                0.88099,                0.86774,                 0.8977,                0.73886,                0.60064,                 1.2073,                0.59186,                0.95408,             1.4776e-05,             1.4776e-05,             1.4776e-05
